start,end,name,dna
974296,974550,CA_C0846,Genome
975252,976631,CA_C0847,Genome
976658,977536,CA_C0848,Genome
977746,978054,CA_C0849,Genome
978210,978836,CA_C0850,Genome
978853,979620,CA_C0851,Genome
979673,981061,CA_C0852,Genome
981298,982980,CA_C0853,Genome
983126,985060,CA_C0854,Genome
985095,985733,CA_C0855,Genome
985886,986926,CA_C0856,Genome
986987,988609,CA_C0857,Genome
988753,989343,CA_C0858,Genome
989431,990093,CA_C0859,Genome
990196,990891,CA_C0860,Genome
990963,991886,CA_C0861,Genome
991879,992616,CA_C0862,Genome
992639,993541,CA_C0863,Genome
993642,994820,CA_C0864,Genome
994813,995469,CA_C0865,Genome
995543,996484,CA_C0866,Genome
996494,997543,CA_C0867,Genome
997544,998593,CA_C0868,Genome
998648,999574,CA_C0869,Genome
999961,1000908,CA_C0870,Genome
1000917,1001957,CA_C0871,Genome
1002650,1003957,CA_C0872,Genome
1003972,1004541,CA_C0873,Genome
1004637,1005086,CA_C0874,Genome
1005232,1006152,CA_C0875,Genome
1006310,1006765,CA_C0876,Genome
1006790,1007965,CA_C0877,Genome
1008240,1008905,CA_C0878,Genome
1008918,1009649,CA_C0879,Genome
1009663,1010481,CA_C0880,Genome
1010514,1011086,CA_C0881,Genome
1011286,1011930,CA_C0882,Genome
1012076,1013422,CA_C0883,Genome
1013427,1014116,CA_C0884,Genome
1014240,1014950,CA_C0885,Genome
1015110,1016195,CA_C0886,Genome
1016305,1018017,CA_C0887,Genome
1018209,1020029,CA_C0888,Genome
1020054,1020842,CA_C0889,Genome
1020839,1021984,CA_C0890,Genome
1022139,1022291,CA_C0891,Genome
1022404,1023417,CA_C0892,Genome
1023444,1024304,CA_C0893,Genome
1024301,1025371,CA_C0894,Genome
1025386,1026672,CA_C0895,Genome
1026650,1027720,CA_C0896,Genome
1027734,1028837,CA_C0897,Genome
1028834,1029331,CA_C0898,Genome
1029331,1029765,CA_C0899,Genome
1029757,1030383,CA_C0900,Genome
1030544,1031566,CA_C0901,Genome
1031674,1032357,CA_C0902,Genome
1032390,1034441,CA_C0903,Genome
1034477,1036735,CA_C0904,Genome
1036900,1037835,CA_C0905,Genome
1037885,1039048,CA_C0906,Genome
1039065,1039463,CA_C0907,Genome
1039501,1040256,CA_C0908,Genome
1040611,1042614,CA_C0909,Genome
1043161,1047612,CA_C0910,Genome
1047700,1049880,CA_C0911,Genome
1049962,1051410,CA_C0912,Genome
1051531,1053669,CA_C0913,Genome
1053705,1054250,CA_C0914,Genome
1054263,1056083,CA_C0915,Genome
1056114,1058192,CA_C0916,Genome
1058249,1059862,CA_C0917,Genome
1059880,1061157,CA_C0918,Genome
1061241,1063760,CA_C0919,Genome
1063802,1064146,CA_C0920,Genome
1064272,1065420,CA_C0921,Genome
1065762,1066031,CA_C0922,Genome
1066224,1067516,CA_C0923,Genome
1067513,1068091,CA_C0924,Genome
1068171,1069211,CA_C0925,Genome
1069166,1069525,CA_C0926,Genome
1069547,1069843,CA_C0927,Genome
1069881,1070180,CA_C0928,Genome
1070880,1071503,CA_C0929,Genome
1071521,1072666,CA_C0930,Genome
1072666,1073577,CA_C0931,Genome
1074165,1074335,CA_C0932,Genome
1074641,1075768,CA_C0933,Genome
1075823,1076179,CA_C0934,Genome
1076406,1077629,CA_C0935,Genome
1077616,1078263,CA_C0936,Genome
1078266,1079561,CA_C0937,Genome
1079574,1080167,CA_C0938,Genome
1080182,1080793,CA_C0939,Genome
1080795,1081514,CA_C0940,Genome
1081520,1082281,CA_C0941,Genome
1082300,1082647,CA_C0942,Genome
1082647,1082979,CA_C0943,Genome
1083057,1085045,CA_C0944,Genome
1085192,1085524,CA_C0945,Genome
1085697,1086659,CA_C0946,Genome
1086813,1087448,CA_C0947,Genome
1088136,1088981,CA_C0948,Genome
1088983,1089429,CA_C0949,Genome
1089542,1090093,CA_C0950,Genome
1090270,1090701,CA_C0951,Genome
1090703,1091047,CA_C0952,Genome
1091155,1091553,CA_C0953,Genome
1091569,1092555,CA_C0954,Genome
1092609,1094357,CA_C0955,Genome
1094603,1094773,CA_C0956,Genome
1094974,1096278,CA_C0957,Genome
1096298,1097563,CA_C0958,Genome
1097625,1100222,CA_C0959,Genome
1100333,1101100,CA_C0960,Genome
1101155,1101886,CA_C0961,Genome
1101902,1103209,CA_C0962,Genome
1103436,1104359,CA_C0963,Genome
1104507,1104953,CA_C0964,Genome
1110363,1111088,CA_C0965,Genome
1111275,1112975,CA_C0966,Genome
1113066,1114595,CA_C0967,Genome
1114868,1115164,CA_C0968,Genome
1115239,1115706,CA_C0969,Genome
1116054,1117400,CA_C0970,Genome
1117421,1119349,CA_C0971,Genome
1119416,1120420,CA_C0972,Genome
1120591,1121793,CA_C0973,Genome
1121793,1123106,CA_C0974,Genome
1123320,1125059,CA_C0975,Genome
1125122,1125331,CA_C0976,Genome
1125412,1125879,CA_C0977,Genome
1126012,1126836,CA_C0978,Genome
1126961,1127338,CA_C0979,Genome
1127585,1129816,CA_C0980,Genome
1129827,1130540,CA_C0981,Genome
1130592,1130744,CA_C0982,Genome
1130950,1131345,CA_C0983,Genome
1131720,1132682,CA_C0984,Genome
1132682,1133338,CA_C0985,Genome
1133361,1134179,CA_C0986,Genome
1134538,1135203,CA_C0987,Genome
1135190,1136677,CA_C0988,Genome
1136745,1137122,CA_C0989,Genome
1137161,1138618,CA_C0990,Genome
1138921,1139430,CA_C0991,Genome
1139445,1140056,CA_C0992,Genome
1140080,1141360,CA_C0993,Genome
1141644,1141991,CA_C0994,Genome
1142139,1142636,CA_C0995,Genome
1142899,1143111,CA_C0996,Genome
1143165,1143569,CA_C0997,Genome
1143754,1145043,CA_C0998,Genome
1145061,1146551,CA_C0999,Genome
1146610,1147083,CA_C1000,Genome
1147141,1148328,CA_C1001,Genome
1148344,1149825,CA_C1002,Genome
1150264,1152462,CA_C1003,Genome
1152777,1153760,CA_C1004,Genome
1153786,1154133,CA_C1005,Genome
1154207,1154647,CA_C1006,Genome
1154993,1155517,CA_C1007,Genome
1155795,1156172,CA_C1008,Genome
1156230,1157069,CA_C1009,Genome
1157191,1158228,CA_C1010,Genome
1158427,1158843,CA_C1011,Genome
1159024,1159479,CA_C1012,Genome
1160038,1162074,CA_C1013,Genome
1162089,1163279,CA_C1014,Genome
1163299,1164255,CA_C1015,Genome
1164268,1165887,CA_C1016,Genome
1165924,1167426,CA_C1017,Genome
1167573,1168862,CA_C1018,Genome
1168873,1169610,CA_C1019,Genome
1169725,1170339,CA_C1020,Genome
1170236,1171882,CA_C1021,Genome
1172044,1172805,CA_C1022,Genome
1172876,1173715,CA_C1023,Genome
1173696,1175000,CA_C1024,Genome
1175008,1175919,CA_C1025,Genome
1176126,1178417,CA_C1026,Genome
1178625,1179803,CA_C1027,Genome
1179850,1181289,CA_C1028,Genome
1181523,1181759,CA_C1029,Genome
1181775,1182008,CA_C1030,Genome
1182035,1184086,CA_C1031,Genome
1184134,1184394,CA_C1032,Genome
1184548,1184970,CA_C1033,Genome
1185034,1185228,CA_C1034,Genome
1185375,1185533,CA_C1035,Genome
1185579,1186997,CA_C1036,Genome
1187079,1187864,CA_C1037,Genome
1188212,1189039,CA_C1038,Genome
1189129,1189848,CA_C1039,Genome
1190120,1191283,CA_C1040,Genome
1191581,1193272,CA_C1041,Genome
1193282,1193656,CA_C1042,Genome
1193798,1195102,CA_C1043,Genome
1195502,1197472,CA_C1044,Genome
1197905,1198858,CA_C1045,Genome
1199004,1199915,CA_C1046,Genome
1200045,1203008,CA_C1047,Genome
1203188,1203694,CA_C1048,Genome
1203975,1204403,CA_C1049,Genome
1204450,1206360,CA_C1050,Genome
1206576,1207016,CA_C1051,Genome
1207016,1207984,CA_C1052,Genome
1208215,1209615,CA_C1053,Genome
1209680,1210579,CA_C1054,Genome
1210815,1211213,CA_C1055,Genome
1211997,1212911,CA_C1057,Genome
1212932,1213372,CA_C1058,Genome
1213984,1214301,CA_C1060,Genome
1214843,1215055,CA_C1061,Genome
1215033,1215290,CA_C1062,Genome
1215448,1216527,CA_C1063,Genome
1216910,1217674,CA_C1064,Genome
1217964,1218590,CA_C1065,Genome
1219467,1220516,CA_C1066,Genome
1220811,1221581,CA_C1067,Genome
1221687,1221974,CA_C1068,Genome
1222444,1222860,CA_C1070,Genome
1222894,1222998,CA_C1071,Genome
1223671,1225083,CA_C1072,Genome
1225110,1225568,CA_C1073,Genome
1225552,1226448,CA_C1074,Genome
1226538,1228535,CA_C1075,Genome
1228946,1229218,CA_C1076,Genome
1229341,1229697,CA_C1077,Genome
1229863,1230933,CA_C1078,Genome
1231127,1239580,CA_C1079,Genome
1239742,1243425,CA_C1080,Genome
1243500,1248959,CA_C1081,Genome
1249244,1249741,CA_C1082,Genome
1249908,1250546,CA_C1083,Genome
1250866,1252290,CA_C1084,Genome
1252297,1254606,CA_C1085,Genome
1254775,1255653,CA_C1086,Genome
1256283,1257257,CA_C1088,Genome
1257296,1258210,CA_C1089,Genome
1258203,1258751,CA_C1090,Genome
1258782,1260179,CA_C1091,Genome
1260229,1261053,CA_C1092,Genome
1261129,1261620,CA_C1093,Genome
1261696,1262574,CA_C1094,Genome
1262841,1264001,CA_C1095,Genome
1264021,1265298,CA_C1096,Genome
1265336,1265986,CA_C1097,Genome
1266368,1268983,CA_C1098,Genome
1269005,1269610,CA_C1099,Genome
1269611,1270162,CA_C1100,Genome
1270985,1271959,CA_C1102,Genome
1272078,1272422,CA_C1103,Genome
1272479,1272940,CA_C1104,Genome
1272953,1273207,CA_C1105,Genome
1273220,1273495,CA_C1106,Genome
1273548,1274300,CA_C1107,Genome
1274369,1275442,CA_C1108,Genome
1275458,1275721,CA_C1109,Genome
1275725,1276747,CA_C1110,Genome
1276759,1277118,CA_C1111,Genome
1277443,1277562,CA_C1112,Genome
1277643,1279118,CA_C1113,Genome
1279123,1280310,CA_C1114,Genome
1280321,1281247,CA_C1115,Genome
1281259,1281891,CA_C1116,Genome
1281902,1282606,CA_C1117,Genome
1282651,1283070,CA_C1118,Genome
1283076,1283696,CA_C1119,Genome
1283747,1289905,CA_C1120,Genome
1289988,1290257,CA_C1121,Genome
1290558,1290881,CA_C1123,Genome
1290943,1292046,CA_C1124,Genome
1292081,1292542,CA_C1125,Genome
1292547,1293140,CA_C1126,Genome
1293137,1293784,CA_C1127,Genome
1293798,1294238,CA_C1128,Genome
1294252,1294722,CA_C1129,Genome
1294784,1295803,CA_C1130,Genome
1295846,1296289,CA_C1131,Genome
1296337,1297803,CA_C1132,Genome
1297877,1299394,CA_C1133,Genome
1299387,1301156,CA_C1134,Genome
1302181,1303776,CA_C1136,Genome
1303799,1303987,CA_C1137,Genome
1304100,1304312,CA_C1138,Genome
1304361,1306796,CA_C1139,Genome
1306839,1307054,CA_C1140,Genome
1307044,1307346,CA_C1141,Genome
1307375,1309204,CA_C1142,Genome
1309267,1311447,CA_C1143,Genome
1315153,1315461,CA_C1146,Genome
1315515,1315931,CA_C1147,Genome
1315992,1316486,CA_C1148,Genome
1316518,1317321,CA_C1149,Genome
1317368,1317664,CA_C1150,Genome
1317749,1318021,CA_C1151,Genome
1318051,1318284,CA_C1152,Genome
1318341,1318592,CA_C1153,Genome
1318625,1319059,CA_C1154,Genome
1319107,1320222,CA_C1155,Genome
1320225,1320485,CA_C1156,Genome
1320750,1320947,CA_C1157,Genome
1320948,1321154,CA_C1158,Genome
1321203,1322018,CA_C1159,Genome
1322089,1322412,CA_C1160,Genome
1322498,1323370,CA_C1161,Genome
1323367,1323687,CA_C1162,Genome
1323708,1324067,CA_C1163,Genome
1324156,1324341,CA_C1164,Genome
1324373,1324621,CA_C1165,Genome
1324730,1324960,CA_C1166,Genome
1325004,1325534,CA_C1167,Genome
1325816,1326874,CA_C1168,Genome
1326867,1327145,CA_C1169,Genome
1327295,1328194,CA_C1170,Genome
1328271,1328819,CA_C1171,Genome
1328803,1329672,CA_C1172,Genome
1329693,1330127,CA_C1173,Genome
1330234,1330416,CA_C1174,Genome
1330513,1330896,CA_C1175,Genome
1331177,1331482,CA_C1176,Genome
1331483,1331719,CA_C1177,Genome
1331734,1332018,CA_C1178,Genome
1332020,1332244,CA_C1179,Genome
1332264,1332485,CA_C1180,Genome
1332545,1333534,CA_C1181,Genome
1333603,1334658,CA_C1182,Genome
1334700,1335284,CA_C1183,Genome
1335834,1337330,CA_C1185,Genome
1337460,1337732,CA_C1186,Genome
1337732,1338088,CA_C1187,Genome
1338338,1338856,CA_C1188,Genome
1338870,1339484,CA_C1189,Genome
1339526,1340539,CA_C1190,Genome
1340560,1341111,CA_C1191,Genome
1341163,1342632,CA_C1192,Genome
1342669,1342983,CA_C1193,Genome
1342955,1343371,CA_C1194,Genome
1343492,1345483,CA_C1195,Genome
1345541,1345717,CA_C1196,Genome
1345743,1346789,CA_C1197,Genome
1346771,1348417,CA_C1198,Genome
1348716,1349078,CA_C1199,Genome
1349334,1350698,CA_C1200,Genome
1350717,1351274,CA_C1201,Genome
1351418,1351702,CA_C1202,Genome
1351813,1351962,CA_C1203,Genome
1351946,1352131,CA_C1204,Genome
1352103,1352321,CA_C1205,Genome
1352356,1352958,CA_C1206,Genome
1353027,1353317,CA_C1207,Genome
1353368,1353889,CA_C1208,Genome
1353920,1356019,CA_C1209,Genome
1356029,1356502,CA_C1210,Genome
1356557,1356769,CA_C1211,Genome
1356808,1357413,CA_C1212,Genome
1357695,1358060,CA_C1213,Genome
1358390,1359694,CA_C1214,Genome
1360334,1361464,CA_C1216,Genome
1361464,1362051,CA_C1217,Genome
1362044,1362586,CA_C1218,Genome
1362665,1363081,CA_C1219,Genome
1363113,1363367,CA_C1220,Genome
1363364,1363582,CA_C1221,Genome
1363692,1364636,CA_C1222,Genome
1364934,1368272,CA_C1223,Genome
1368526,1369131,CA_C1224,Genome
1369272,1369529,CA_C1225,Genome
1369553,1370236,CA_C1226,Genome
1370229,1370414,CA_C1227,Genome
1370501,1372135,CA_C1228,Genome
1372564,1372872,CA_C1230,Genome
1372919,1373914,CA_C1231,Genome
1374409,1375170,CA_C1232,Genome
1375764,1376666,CA_C1233,Genome
1377206,1377673,CA_C1234,Genome
1377697,1378587,CA_C1235,Genome
1378753,1378944,CA_C1236,Genome
1379038,1379535,CA_C1237,Genome
1379635,1380315,CA_C1238,Genome
1380453,1380713,CA_C1239,Genome
1380718,1381317,CA_C1240,Genome
1381336,1382025,CA_C1241,Genome
1382052,1383059,CA_C1242,Genome
1383068,1383919,CA_C1243,Genome
1383930,1384421,CA_C1244,Genome
1384440,1387190,CA_C1245,Genome
1387527,1390277,CA_C1246,Genome
1390472,1393207,CA_C1247,Genome
1393372,1394007,CA_C1248,Genome
1394373,1395164,CA_C1249,Genome
1395591,1396712,CA_C1251,Genome
1396988,1397794,CA_C1252,Genome
1397822,1398676,CA_C1253,Genome
1398754,1400622,CA_C1254,Genome
1400591,1401307,CA_C1255,Genome
1401341,1402786,CA_C1256,Genome
1402915,1403226,CA_C1257,Genome
1403229,1403603,CA_C1258,Genome
1403607,1403909,CA_C1259,Genome
1404048,1405322,CA_C1260,Genome
1405336,1405626,CA_C1261,Genome
1405647,1406249,CA_C1262,Genome
1406266,1406835,CA_C1263,Genome
1406844,1408058,CA_C1264,Genome
1408074,1408457,CA_C1265,Genome
1408461,1409360,CA_C1266,Genome
1409402,1410679,CA_C1267,Genome
1410899,1411528,CA_C1268,Genome
1411665,1414208,CA_C1269,Genome
1414267,1414566,CA_C1270,Genome
1416308,1417339,CA_C1273,Genome
1417389,1417655,CA_C1274,Genome
1417839,1418822,CA_C1275,Genome
1418879,1419949,CA_C1276,Genome
1420001,1420495,CA_C1277,Genome
1420596,1422404,CA_C1278,Genome
1422563,1423687,CA_C1279,Genome
1423874,1424905,CA_C1280,Genome
1424925,1425527,CA_C1281,Genome
1425548,1427395,CA_C1282,Genome
1427521,1428645,CA_C1283,Genome
1428812,1429747,CA_C1284,Genome
1429764,1430516,CA_C1285,Genome
1430516,1431826,CA_C1286,Genome
1431875,1432219,CA_C1287,Genome
1432367,1432543,CA_C1288,Genome
1432564,1433013,CA_C1289,Genome
1433113,1433415,CA_C1290,Genome
1433405,1434535,CA_C1291,Genome
1434585,1436672,CA_C1292,Genome
1436690,1437190,CA_C1293,Genome
1437216,1437914,CA_C1294,Genome
1438023,1438913,CA_C1295,Genome
1439080,1439736,CA_C1309,Genome
1439742,1440335,CA_C1297,Genome
1440448,1441515,CA_C1298,Genome
1441801,1443591,CA_C1299,Genome
1443616,1444752,CA_C1300,Genome
1444875,1445765,CA_C1301,Genome
1445787,1446476,CA_C1302,Genome
1446467,1447273,CA_C1303,Genome
1447471,1448229,CA_C1304,Genome
1449041,1450537,CA_C1305,Genome
1450553,1451041,CA_C1306,Genome
1451159,1451308,CA_C1307,Genome
1451767,1452360,CA_C1308,Genome
1455076,1455336,CA_C1312,Genome
1455354,1455974,CA_C1313,Genome
1456080,1456553,CA_C1314,Genome
1456567,1457013,CA_C1315,Genome
1457420,1457773,CA_C1316,Genome
1457947,1458717,CA_C1317,Genome
1459155,1459667,CA_C1318,Genome
1460057,1460758,CA_C1319,Genome
1460835,1461392,CA_C1320,Genome
1461423,1462919,CA_C1321,Genome
1463151,1464578,CA_C1322,Genome
1464595,1465848,CA_C1323,Genome
1465850,1466203,CA_C1324,Genome
1466579,1467436,CA_C1325,Genome
1467610,1467855,CA_C1326,Genome
1468208,1468381,CA_C1327,Genome
1469028,1469633,CA_C1329,Genome
1469824,1470630,CA_C1330,Genome
1470676,1471533,CA_C1331,Genome
1471535,1472590,CA_C1332,Genome
1472745,1473605,CA_C1333,Genome
1473808,1474899,CA_C1334,Genome
1475033,1475602,CA_C1335,Genome
1475839,1476075,CA_C1336,Genome
1476092,1476376,CA_C1337,Genome
1476401,1477003,CA_C1338,Genome
1477067,1478476,CA_C1339,Genome
1478746,1479834,CA_C1340,Genome
1480333,1481034,CA_C1341,Genome
1481052,1482518,CA_C1342,Genome
1482782,1485172,CA_C1343,Genome
1485346,1486950,CA_C1344,Genome
1487155,1488522,CA_C1345,Genome
1488574,1490040,CA_C1346,Genome
1490213,1490860,CA_C1347,Genome
1490878,1492869,CA_C1348,Genome
1492885,1493922,CA_C1349,Genome
1494925,1495884,CA_C1351,Genome
1495896,1497602,CA_C1352,Genome
1497812,1499278,CA_C1353,Genome
1499695,1500174,CA_C1354,Genome
1500207,1501070,CA_C1355,Genome
1501256,1502674,CA_C1356,Genome
1503508,1503870,CA_C1357,Genome
1504188,1504562,CA_C1358,Genome
1504760,1505593,CA_C1359,Genome
1505779,1506318,CA_C1360,Genome
1506318,1507040,CA_C1361,Genome
1507063,1508406,CA_C1362,Genome
1508542,1509090,CA_C1363,Genome
1509183,1509764,CA_C1364,Genome
1510263,1510934,CA_C1365,Genome
1510937,1511245,CA_C1366,Genome
1511258,1512034,CA_C1367,Genome
1512092,1512931,CA_C1368,Genome
1512901,1513986,CA_C1369,Genome
1513983,1514963,CA_C1370,Genome
1514960,1515814,CA_C1371,Genome
1515811,1516869,CA_C1372,Genome
1516886,1517722,CA_C1373,Genome
1517707,1519182,CA_C1374,Genome
1519179,1520492,CA_C1375,Genome
1520503,1521120,CA_C1376,Genome
1521135,1522220,CA_C1377,Genome
1522222,1522785,CA_C1378,Genome
1522788,1523453,CA_C1379,Genome
1523465,1524220,CA_C1380,Genome
1524217,1525005,CA_C1381,Genome
1525018,1525734,CA_C1382,Genome
1525752,1526309,CA_C1383,Genome
1526326,1527084,CA_C1384,Genome
1527089,1527664,CA_C1385,Genome
1527694,1528425,CA_C1386,Genome
1528839,1530554,CA_C1387,Genome
1530931,1531395,CA_C1388,Genome
1531690,1534011,CA_C1389,Genome
1534299,1534778,CA_C1390,Genome
1534780,1535487,CA_C1391,Genome
1535592,1537019,CA_C1392,Genome
1537043,1538041,CA_C1393,Genome
1538029,1538643,CA_C1394,Genome
1538696,1540195,CA_C1395,Genome
1540435,1541685,CA_C1396,Genome
1541930,1542688,CA_C1397,Genome
1542685,1542978,CA_C1398,Genome
1542950,1543702,CA_C1399,Genome
1543715,1544716,CA_C1400,Genome
1544676,1545434,CA_C1401,Genome
1545500,1546570,CA_C1402,Genome
1546703,1547599,CA_C1403,Genome
1547695,1548432,CA_C1404,Genome
1548577,1549998,CA_C1405,Genome
1550310,1551143,CA_C1406,Genome
1551307,1553193,CA_C1407,Genome
1553256,1554689,CA_C1408,Genome
1554985,1557465,CA_C1410,Genome
1557482,1558597,CA_C1411,Genome
1558691,1559266,CA_C1412,Genome
1559337,1559975,CA_C1413,Genome
1560000,1560605,CA_C1414,Genome
1560720,1561460,CA_C1415,Genome
1561646,1562161,CA_C1416,Genome
1562191,1562757,CA_C1417,Genome
1562777,1563316,CA_C1418,Genome
1563321,1564187,CA_C1419,Genome
1564297,1565703,CA_C1420,Genome
1565706,1566560,CA_C1421,Genome
1566594,1567880,CA_C1422,Genome
1567958,1568857,CA_C1423,Genome
1568948,1569697,CA_C1424,Genome
1569678,1570115,CA_C1425,Genome
1570324,1571517,CA_C1426,Genome
1571711,1573048,CA_C1427,Genome
1573433,1573699,CA_C1428,Genome
1573762,1574745,CA_C1429,Genome
1574943,1575683,CA_C1430,Genome
1575711,1576394,CA_C1431,Genome
1576457,1577098,CA_C1432,Genome
1577354,1578094,CA_C1433,Genome
1578183,1580060,CA_C1434,Genome
1580242,1581612,CA_C1435,Genome
1582102,1588377,CA_C1436,Genome
1588545,1589783,CA_C1437,Genome
1589951,1590106,CA_C1438,Genome
1590042,1590356,CA_C1439,Genome
1590376,1590654,CA_C1440,Genome
1590655,1591152,CA_C1441,Genome
1591716,1591916,CA_C1443,Genome
1592170,1593150,CA_C1444,Genome
1593401,1593586,CA_C1445,Genome
1594282,1594368,CA_C1446,Genome
1594361,1595626,CA_C1447,Genome
1595610,1597568,CA_C1448,Genome
1597889,1598047,CA_C1449,Genome
1598349,1599083,CA_C1450,Genome
1599152,1600039,CA_C1451,Genome
1600181,1601617,CA_C1452,Genome
1601736,1602713,CA_C1453,Genome
1602724,1604049,CA_C1454,Genome
1604046,1604723,CA_C1455,Genome
1604720,1606039,CA_C1456,Genome
1606339,1606767,CA_C1457,Genome
1606779,1607273,CA_C1458,Genome
1607306,1608151,CA_C1459,Genome
1608153,1608986,CA_C1460,Genome
1609005,1609286,CA_C1461,Genome
1609571,1612999,CA_C1462,Genome
1613206,1613373,CA_C1463,Genome
1613639,1615906,CA_C1464,Genome
1615920,1616339,CA_C1465,Genome
1616403,1616822,CA_C1466,Genome
1616961,1617410,CA_C1467,Genome
1617414,1617842,CA_C1468,Genome
1617889,1618257,CA_C1469,Genome
1618550,1619317,CA_C1470,Genome
1619379,1620338,CA_C1471,Genome
1620376,1621743,CA_C1472,Genome
1622458,1623114,CA_C1473,Genome
1623125,1624036,CA_C1474,Genome
1624062,1624826,CA_C1475,Genome
1624823,1625431,CA_C1476,Genome
1625406,1625510,CA_C1477,Genome
1625722,1626300,CA_C1478,Genome
1626419,1627444,CA_C1479,Genome
1627800,1628762,CA_C1480,Genome
1628817,1629695,CA_C1481,Genome
1629937,1630665,CA_C1482,Genome
1630694,1631020,CA_C1483,Genome
1631169,1631687,CA_C1484,Genome
1631998,1634304,CA_C1485,Genome
1634416,1634676,CA_C1486,Genome
1634868,1635095,CA_C1487,Genome
1635142,1636158,CA_C1488,Genome
1636159,1636818,CA_C1489,Genome
1637095,1637268,CA_C1490,Genome
1637268,1637831,CA_C1491,Genome
1637938,1638951,CA_C1492,Genome
1640188,1640718,CA_C1495,Genome
1640953,1641972,CA_C1496,Genome
1641962,1642741,CA_C1497,Genome
1642835,1643179,CA_C1498,Genome
1643658,1644305,CA_C1499,Genome
1644888,1646135,CA_C1501,Genome
1646320,1647033,CA_C1502,Genome
1647984,1649174,CA_C1504,Genome
1649289,1650023,CA_C1505,Genome
1650171,1650824,CA_C1506,Genome
1650825,1652246,CA_C1507,Genome
1652302,1652793,CA_C1508,Genome
1652951,1653505,CA_C1509,Genome
1653498,1654448,CA_C1510,Genome
1654559,1655245,CA_C1511,Genome
1655316,1656086,CA_C1512,Genome
1656089,1657105,CA_C1513,Genome
1657098,1657892,CA_C1514,Genome
1657904,1658866,CA_C1515,Genome
1658951,1659640,CA_C1516,Genome
1659654,1660703,CA_C1517,Genome
1660816,1661583,CA_C1518,Genome
1661570,1663528,CA_C1519,Genome
1663597,1663962,CA_C1520,Genome
1663975,1664703,CA_C1521,Genome
1664822,1665022,CA_C1522,Genome
1665236,1666102,CA_C1523,Genome
1666272,1667123,CA_C1524,Genome
1667204,1667617,CA_C1525,Genome
1667961,1668557,CA_C1526,Genome
1668725,1669822,CA_C1527,Genome
1670230,1671213,CA_C1529,Genome
1671235,1672470,CA_C1530,Genome
1672555,1673772,CA_C1531,Genome
1674076,1675551,CA_C1532,Genome
1675619,1677331,CA_C1533,Genome
1677377,1679617,CA_C1534,Genome
1679617,1680315,CA_C1535,Genome
1680316,1680960,CA_C1536,Genome
1681154,1681936,CA_C1537,Genome
1682064,1682963,CA_C1538,Genome
1683227,1683391,CA_C1538a,Genome
1683618,1685063,CA_C1539,Genome
1685144,1686130,CA_C1540,Genome
1686352,1686810,CA_C1541,Genome
1687046,1687354,CA_C1542,Genome
1687664,1688644,CA_C1543,Genome
1688808,1689206,CA_C1544,Genome
1689276,1689923,CA_C1545,Genome
1689969,1691270,CA_C1546,Genome
1691467,1691784,CA_C1547,Genome
1691798,1692673,CA_C1548,Genome
1692739,1693284,CA_C1549,Genome
1693322,1693762,CA_C1550,Genome
1693895,1694398,CA_C1551,Genome
1694562,1695245,CA_C1552,Genome
1695242,1696615,CA_C1553,Genome
1696638,1698443,CA_C1554,Genome
1698584,1699420,CA_C1555,Genome
1699553,1700893,CA_C1556,Genome
1701139,1701714,CA_C1557,Genome
1701698,1703329,CA_C1558,Genome
1703698,1704054,CA_C1559,Genome
1704207,1704473,CA_C1560,Genome
1704883,1707192,CA_C1561,Genome
1707207,1708298,CA_C1562,Genome
1708630,1708833,CA_C1563,Genome
1709212,1710633,CA_C1564,Genome
1710655,1711905,CA_C1565,Genome
1711938,1712702,CA_C1566,Genome
1712907,1713071,CA_C1567,Genome
1713331,1714104,CA_C1568,Genome
1714214,1714645,CA_C1569,Genome
1714818,1715297,CA_C1570,Genome
1715302,1715847,CA_C1571,Genome
1716058,1718055,CA_C1572,Genome
1718296,1718703,CA_C1573,Genome
1718822,1719937,CA_C1574,Genome
1720200,1720577,CA_C1575,Genome
1720589,1721446,CA_C1576,Genome
1721583,1722209,CA_C1577,Genome
1722226,1722558,CA_C1578,Genome
1722695,1724008,CA_C1579,Genome
1724134,1724835,CA_C1580,Genome
1724906,1725610,CA_C1581,Genome
1725616,1726974,CA_C1582,Genome
1726999,1727562,CA_C1583,Genome
1727915,1728856,CA_C1584,Genome
1728859,1730136,CA_C1585,Genome
1730509,1730928,CA_C1586,Genome
1730942,1731295,CA_C1587,Genome
1731290,1732171,CA_C1588,Genome
1732294,1733925,CA_C1589,Genome
1733948,1735378,CA_C1590,Genome
1735513,1736250,CA_C1591,Genome
1736263,1737366,CA_C1592,Genome
1737474,1738370,CA_C1593,Genome
1738518,1739108,CA_C1594,Genome
1739400,1739960,CA_C1595,Genome
1740023,1741654,CA_C1596,Genome
1742893,1743363,CA_C1599,Genome
1743795,1745816,CA_C1600,Genome
1745844,1746683,CA_C1601,Genome
1746819,1747130,CA_C1602,Genome
1747175,1747708,CA_C1603,Genome
1747872,1748321,CA_C1604,Genome
1748371,1749276,CA_C1605,Genome
1749316,1750047,CA_C1606,Genome
1750067,1750342,CA_C1607,Genome
1750532,1750900,CA_C1608,Genome
1750942,1751316,CA_C1609,Genome
1751466,1752788,CA_C1610,Genome
1754984,1756723,CA_C1613,Genome
